A;T;S;R;H;F;Q;P;D;L;X;W;C;V
8.1;49;0.73;1.3;0.036;7;5;2.99;0.99242;10.3;0.13;0.92;0.3;0.2
8.3;57;0.51;1.1;0.033;20;6;3.02;0.99109;11;0.25;0.97;0.3;0.18
7.9;138;0.52;2;0.057;21;5;3.05;0.99176;10.9;1.00;0.89;0.39;0.21
7.2;111;0.4;6.4;0.042;16;6;2.99;0.99278;10.8;0.20;0.33;0.34;0.17
8.1;49;0.73;1.3;0.036;7;5;2.99;0.99242;10.3;0.50;0.08;0.3;0.2
8.3;57;0.51;1.1;0.033;20;6;3.02;0.99109;11;1.00;0.95;0.3;0.18
7;91;0.47;10.7;0.098;13;5;3.03;0.99657;9.3;0.50;0.44;0.21;0.39
6.8;113;0.59;6.4;0.041;7;5;2.96;0.99358;10.2;0.14;0.53;0.62;0.21
6.9;109;0.59;6.3;0.042;7;6;2.96;0.99358;10.2;0.14;0.44;0.62;0.21
7.2;111;0.4;6.4;0.042;16;6;2.99;0.99278;10.8;0.33;0.83;0.34;0.17
6.8;162;0.52;15.1;0.06;42;3;3.24;0.99705;10.5;0.11;0.64;0.34;0.26
7.2;156;0.52;2;0.052;23;5;3.13;0.9912;11.1;0.50;0.91;0.38;0.28
7.9;138;0.52;2;0.057;21;5;3.05;0.99176;10.9;0.14;0.68;0.39;0.21
7;177;0.57;2.2;0.042;21;5;3.2;0.99166;11.4;0.50;0.38;0.28;0.3
7.4;149;0.49;12.1;0.049;31;5;3.22;0.99677;10.3;0.10;0.13;0.28;0.34
6.3;106;0.33;8.8;0.042;18;7;3.28;0.99172;12.9;0.13;0.50;0.32;0.43
6.8;131;0.59;8.8;0.045;28;5;3.12;0.9953;9.9;0.50;0.64;0.3;0.41
6.3;131;0.44;5.1;0.036;43;6;3.24;0.99186;11.3;0.17;0.60;0.24;0.4
5.1;120;0.4;6.8;0.034;36;6;3.38;0.99188;11.5;0.20;0.93;0.26;0.35
5.1;120;0.4;6.8;0.034;36;6;3.38;0.99188;11.5;0.50;0.45;0.26;0.35
6.3;132;0.38;3.7;0.039;34;5;3;0.99158;10.7;1.00;0.91;0.2;0.3
6.9;139;0.56;12.2;0.042;52;6;3.03;0.99522;10.4;0.25;0.73;0.28;0.28
7;204;0.64;5.7;0.033;39;6;3.17;0.99176;12.5;0.11;0.46;0.28;0.33
6.7;197;0.48;8.1;0.052;48;5;3.19;0.99558;9.5;0.50;0.25;0.49;0.26
7.3;104;0.56;2.5;0.042;31;7;3.05;0.9911;11.3;0.11;0.70;0.3;0.24
6.7;88;0.54;4;0.034;12;6;3.26;0.99016;13;0.50;0.66;0.21;0.46
5.1;120;0.4;6.8;0.034;36;6;3.38;0.99188;11.5;0.25;0.28;0.26;0.35
5.1;99;0.39;1;0.053;13;5;3.22;0.98956;11.5;0.50;0.04;0.18;0.23
6.3;131;0.44;5.1;0.036;43;6;3.24;0.99186;11.3;0.25;0.58;0.24;0.4
7.1;100;0.57;5.8;0.035;24;7;3.15;0.99062;13.2;0.11;0.24;0.23;0.44
4.8;111;0.28;10.6;0.034;23;7;3.46;0.99274;11.5;0.13;0.39;0.23;0.26
6.8;130;0.44;3.5;0.086;30;5;2.83;0.993;9.6;0.17;0.36;0.19;0.31
6.8;130;0.44;3.5;0.086;30;5;2.83;0.993;9.6;0.14;0.07;0.19;0.31
7;110;0.37;16.4;0.058;45;6;3.15;0.9978;9.7;0.13;0.66;0.29;0.15
6.5;142;0.62;4.8;0.052;49;5;3.14;0.9946;9.2;0.14;0.41;0.22;0.41
6.2;113;0.48;3.3;0.052;34;5;3.16;0.99429;8.4;0.20;0.10;0.23;0.31
8;103;0.45;1.2;0.05;41;6;3;0.99002;12.4;0.50;0.17;0.33;0.27
8;103;0.45;1.2;0.05;41;6;3;0.99002;12.4;0.25;0.33;0.33;0.27
6.5;142;0.62;4.8;0.052;49;5;3.14;0.9946;9.2;0.10;0.82;0.22;0.41
6.2;113;0.48;3.3;0.052;34;5;3.16;0.99429;8.4;0.14;0.82;0.23;0.31
6.7;84;0.36;2.5;0.028;24;6;3.14;0.9909;11.7;0.13;0.30;0.25;0.37
6.6;191;0.56;8.7;0.036;41;6;2.96;0.99294;11;0.11;0.85;0.5;0.21
7.5;109;0.43;1.6;0.032;36;6;2.97;0.99044;11.9;0.10;0.47;0.31;0.26
7.5;100;0.5;4;0.028;46;7;3.2;0.98958;13.2;0.10;0.14;0.28;0.34
6.7;84;0.36;2.5;0.028;24;6;3.14;0.9909;11.7;0.10;0.54;0.25;0.37
6.4;176;0.54;16.2;0.055;36;5;3.26;0.9986;9.1;0.17;0.04;0.23;0.32
6.7;109;0.35;9;0.023;20;6;3.34;0.99262;12.6;0.11;0.40;0.32;0.24
6.4;176;0.54;16.2;0.055;36;5;3.26;0.9986;9.1;0.50;0.56;0.23;0.32
7.1;90;0.46;1.4;0.194;23;6;3.17;0.99212;10.5;1.00;0.70;0.79;0.39
8.2;87;0.64;7;0.047;18;5;3.23;0.99628;10.6;0.13;0.66;0.43;0.31
6.7;109;0.35;9;0.023;20;6;3.34;0.99262;12.6;0.17;0.17;0.32;0.24
5.9;123;0.33;3.1;0.03;32;7;3.41;0.98913;13.7;0.25;0.57;0.29;0.17
5.9;93;0.49;1.5;0.037;38;6;3.36;0.99021;12;0.25;0.40;0.23;0.2
6.6;120;0.73;4.6;0.031;26;7;3.4;0.99198;12.5;0.11;0.46;0.26;0.32
5.9;110;0.68;4.8;0.03;40;6;3.55;0.99226;12.1;0.14;0.08;0.27;0.12
5.9;137;0.38;4.6;0.032;68;6;3.21;0.99159;11.3;0.10;0.52;0.29;0.18
5.9;93;0.49;1.5;0.037;38;6;3.36;0.99021;12;0.11;0.30;0.23;0.2
5.4;104;0.55;2.7;0.049;28;6;3.46;0.99224;10.3;0.25;0.41;0.27;0.17
6.1;136;0.31;6.3;0.039;47;6;3.27;0.99068;12.7;0.17;0.67;0.3;0.21
7.3;207;0.37;7.2;0.048;52;5;3.12;0.99587;9.2;0.11;0.36;0.26;0.25
7.3;207;0.37;7.2;0.048;52;5;3.12;0.99587;9.2;0.14;0.38;0.26;0.25
6.2;152;0.47;12.4;0.054;108;6;3.1;0.99728;9.5;0.20;0.39;0.3;0.22
6.5;175;0.34;6.6;0.045;98;6;3.16;0.99364;10.1;0.10;0.62;0.19;0.27
6.5;175;0.34;6.6;0.045;98;6;3.16;0.99364;10.1;0.25;0.67;0.19;0.27
6.6;98;0.53;4;0.038;17;7;3.25;0.99018;13;0.17;0.72;0.22;0.39
6;101;0.56;4.8;0.04;41;6;3.24;0.98968;13.1;0.50;0.51;0.38;0.31
8.4;113;0.55;1.3;0.048;59;6;3.1;0.99178;11;0.14;0.45;0.32;0.23
7.3;207;0.37;7.2;0.048;52;5;3.12;0.99587;9.2;0.11;0.28;0.26;0.25
6;177;0.36;11.1;0.056;112;6;3.08;0.9961;9.4;0.10;0.33;0.25;0.22
6.2;152;0.47;12.4;0.054;108;6;3.1;0.99728;9.5;0.13;0.43;0.3;0.22
6.1;134;0.4;9.8;0.055;74;6;3.16;0.99534;10.2;0.13;0.84;0.27;0.23
6.5;175;0.34;6.6;0.045;98;6;3.16;0.99364;10.1;0.50;0.40;0.19;0.27
7.3;193;0.49;13.3;0.054;63;4;3.06;0.99864;8.6;0.13;0.88;0.54;0.36
7.6;181;0.51;11.7;0.094;58;5;2.91;0.99776;9;1.00;0.93;0.51;0.37
6.7;194;0.5;8;0.062;50;5;3.13;0.99545;9.6;0.25;0.07;0.51;0.26
7.4;98;0.44;1.6;0.057;45;7;3.29;0.99299;9.9;0.20;1.00;0.27;0.22
6.1;135;0.38;16.55;0.059;54;5;3.2;0.99665;10.5;0.25;0.90;0.28;0.22
7.1;98;0.5;1.5;0.053;20;5;3.15;0.99069;11.4;0.25;0.05;0.31;0.28
6.5;170;0.49;10.2;0.069;58;5;3.18;0.99692;9.4;0.50;0.74;0.31;0.35
6.8;65;0.28;6.6;0.054;25;4;3.12;0.99324;11.1;0.20;0.17;0.2;0.73
6;111;0.45;17.8;0.047;42;6;3.1;0.99896;8.9;0.10;0.21;0.24;0.28
6;111;0.45;17.8;0.047;42;6;3.1;0.99896;8.9;0.13;0.33;0.24;0.28
7.1;129;0.52;1.5;0.049;28;5;3.15;0.99226;10.8;0.33;0.84;0.37;0.2
6.8;143;0.55;7.4;0.045;34;6;3.06;0.99226;12.2;0.14;0.06;0.31;0.33
6;111;0.45;17.8;0.047;42;6;3.1;0.99896;8.9;0.17;0.47;0.24;0.28
7.2;63;0.63;2;0.029;21;6;3.13;0.99076;12.5;0.13;0.77;0.36;0.24
6.8;143;0.55;7.4;0.045;34;6;3.06;0.99226;12.2;0.25;0.90;0.31;0.33
7.2;63;0.63;2;0.029;21;6;3.13;0.99076;12.5;0.11;0.40;0.36;0.24
6;111;0.45;17.8;0.047;42;6;3.1;0.99896;8.9;0.33;0.89;0.24;0.28
6.2;127;0.37;12.1;0.046;43;6;3.16;0.9951;10.8;1.00;0.72;0.26;0.27
6.4;98;0.31;8.2;0.043;28;6;2.99;0.99234;11.4;0.33;0.65;0.26;0.38
7.1;129;0.52;1.5;0.049;28;5;3.15;0.99226;10.8;0.25;0.58;0.37;0.2
6;127;0.39;8.7;0.036;47;5;3.18;0.99368;10.6;0.14;0.96;0.3;0.21
7;63;0.39;3.5;0.044;17;5;3.01;0.9937;9.2;0.33;0.76;0.1;0.34
5.9;134;0.46;6.4;0.031;21;6;3.24;0.99151;12.2;0.20;0.91;0.16;0.435
7;76;0.45;2.1;0.021;17;6;3.26;0.99021;12.3;0.17;0.25;0.33;0.25
6.7;179;0.56;7.7;0.038;40;6;3.23;0.99479;10.4;0.10;0.71;0.29;0.26
7;172;0.57;12.3;0.035;72;6;2.99;0.9954;10.4;0.20;0.01;0.3;0.24
8.5;110;0.55;1.3;0.035;54;7;3.07;0.99176;11;0.10;0.02;0.34;0.23
6;127;0.39;8.7;0.036;47;5;3.18;0.99368;10.6;0.11;0.47;0.3;0.21
7;63;0.39;3.5;0.044;17;5;3.01;0.9937;9.2;0.11;0.72;0.1;0.34
4.8;10;0.36;1.1;0.013;4;4;3.32;0.99246;13.5;0.14;0.66;0.12;0.65
6.1;65;0.64;2.8;0.144;12;6;2.95;0.9908;11.4;0.25;0.33;0.38;0.22
5.8;69;0.38;3.5;0.071;26;6;3.1;0.98994;11.5;0.17;0.04;0.26;0.27
5;106;0.83;1.9;0.036;33;7;3.21;0.98746;14;0.11;0.90;0.18;0.455
6.5;88;0.63;3.8;0.036;34;7;3.25;0.99028;12.5;0.11;0.64;0.3;0.33
6.5;88;0.63;3.8;0.036;34;7;3.25;0.99028;12.5;0.50;0.22;0.3;0.33
6.7;83;0.36;2.4;0.038;30;7;3.09;0.98867;12.8;0.25;0.54;0.3;0.31
6.2;138;0.43;4.8;0.037;45;7;3.23;0.99174;11.2;0.13;0.40;0.24;0.39
6.2;138;0.43;4.8;0.037;45;7;3.23;0.99174;11.2;0.17;0.45;0.24;0.39
7.1;139;0.27;6.2;0.04;49;6;3.17;0.99021;13.6;0.14;0.97;0.3;0.37
7.2;109;0.42;1.3;0.149;70;6;2.93;0.99304;9.2;0.20;0.00;0.82;0.23
6.5;88;0.63;3.8;0.036;34;7;3.25;0.99028;12.5;0.10;0.17;0.3;0.33
7.2;105;0.48;1.5;0.054;24;6;3.17;0.99154;11.1;0.13;0.39;0.32;0.25
6.2;138;0.43;4.8;0.037;45;7;3.23;0.99174;11.2;1.00;0.08;0.24;0.39
4.7;106;0.83;1.9;0.036;33;7;3.21;0.98746;14;0.25;1.00;0.18;0.455
7.1;139;0.27;6.2;0.04;49;6;3.17;0.99021;13.6;0.50;0.04;0.3;0.37
6.2;206;0.52;7.9;0.056;49;5;3.18;0.9956;9.4;0.14;0.13;0.51;0.28
6.4;113;0.4;1.6;0.037;31;7;3.12;0.98779;14.2;0.33;0.01;0.28;0.35
6.6;107;0.4;1.4;0.035;28;6;3;0.98836;13.2;1.00;0.62;0.28;0.31
7.4;132;0.53;2.6;0.05;24;6;3.04;0.99138;11.2;0.33;0.52;0.37;0.25
7.3;173;0.57;14.8;0.057;46;5;3.14;0.99751;10.2;0.10;0.63;0.34;0.36
6.7;83;0.36;2.4;0.038;30;7;3.09;0.98867;12.8;0.25;0.32;0.3;0.31
8.6;109;0.39;0.9;0.045;16;5;2.95;0.99249;10.1;0.14;0.96;0.3;0.31
8.6;109;0.39;0.9;0.045;16;5;2.95;0.99249;10.1;0.14;0.89;0.3;0.31
8.6;95;0.31;1.2;0.031;38;5;2.83;0.99239;10.3;1.00;0.63;0.33;0.22
6.9;91;0.33;9.9;0.056;30;6;3.19;0.99512;9.9;0.11;0.12;0.29;0.14
6.5;106;0.31;3.9;0.046;17;5;3.15;0.99098;11.5;0.25;0.73;0.31;0.22
6.6;173;0.56;15.6;0.063;27;5;3.18;0.99872;9;0.13;0.60;0.47;0.32
6.6;173;0.56;15.6;0.063;27;5;3.18;0.99872;9;1.00;0.48;0.47;0.32
6.1;101;0.41;1.5;0.03;25;6;3.03;0.98894;12.1;0.13;0.08;0.26;0.28
6.2;106;0.41;1.6;0.036;28;6;3.14;0.988245;13.3;0.17;0.69;0.28;0.3
6.9;116;0.6;7.8;0.05;43;8;3.22;0.99326;11.5;0.20;0.98;0.28;0.22
8.7;67;0.52;5.6;0.039;28;4;2.96;0.99328;11;0.33;0.41;0.21;0.31
7.3;84;0.53;1.3;0.04;26;6;3.28;0.99222;10.7;1.00;0.21;0.3;0.27
7;184;0.56;16.7;0.046;50;5;3.08;0.99898;9.4;0.17;0.55;0.2;0.46
5.7;108;0.61;7.95;0.042;16;6;3.44;0.99486;10.3;0.17;0.04;0.25;0.23
6.5;151;0.42;6.7;0.185;51.5;5;3.17;0.99528;9.3;1.00;0.66;0.36;0.36
8.2;92;0.6;1.1;0.04;41;6;2.88;0.99062;12;0.25;0.65;0.38;0.18
6.2;159;0.6;6.3;0.048;47;6;3.21;0.99282;11;0.14;0.31;0.32;0.27
6.9;148;0.5;8.9;0.053;36;5;3.16;0.996;9.3;0.11;0.50;0.37;0.4
4.9;143;0.4;1;0.068;32;5;3.24;0.99138;10.1;0.13;0.52;0.34;0.345
7.2;106;0.47;1.5;0.053;26;6;3.18;0.99166;11.1;0.50;0.92;0.39;0.23
6.4;113;0.58;6.6;0.046;26;6;2.99;0.99408;9.9;0.33;0.14;0.15;0.2
6.1;161;0.6;6.2;0.048;47;6;3.22;0.99281;11;0.10;0.62;0.32;0.27
6.2;159;0.6;6.3;0.048;47;6;3.21;0.99282;11;0.50;0.69;0.32;0.27
6;127;0.42;2.1;0.042;31;6;3.32;0.98964;12.5;0.11;0.23;0.33;0.3
6.1;142;0.44;2.2;0.042;41;7;3.31;0.98952;12.7;1.00;0.31;0.32;0.3
5.7;105;0.45;5.4;0.045;26;5;3.32;0.99469;9.3;0.50;0.15;0.3;0.14
6.9;148;0.5;8.9;0.053;36;5;3.16;0.996;9.3;0.20;0.08;0.37;0.4
4.9;143;0.4;1;0.068;32;5;3.24;0.99138;10.1;0.13;0.17;0.34;0.345
6.3;161;0.51;17.9;0.066;36;5;3.14;0.9991;8.8;1.00;0.48;0.2;0.33
7;90;0.47;2.6;0.043;34;6;2.88;0.99047;11.2;0.17;0.96;0.3;0.16
8.4;122;0.54;1.3;0.038;45;7;3.13;0.99178;10.8;0.17;0.75;0.3;0.22
6.3;161;0.51;17.9;0.066;36;5;3.14;0.9991;8.8;0.20;0.46;0.2;0.33
7;90;0.47;2.6;0.043;34;6;2.88;0.99047;11.2;0.50;0.18;0.3;0.16
5.4;145;0.46;2.3;0.05;22;5;3.24;0.99207;10.3;0.10;0.46;0.18;0.24
7.7;87;0.48;4.3;0.026;15;5;3.11;0.99152;12;0.14;0.06;0.36;0.31
5.6;110;0.41;7.1;0.048;36;6;3.26;0.99438;9.5;0.20;0.21;0.19;0.185
5.6;110;0.41;7.1;0.048;36;6;3.26;0.99438;9.5;0.20;0.18;0.19;0.185
6.6;159;0.54;11.9;0.04;54;6;3.14;0.99622;9.8;0.13;0.94;0.24;0.43
7.6;170;0.51;11.7;0.084;55;5;2.91;0.99773;9;0.33;0.84;0.46;0.39
7.2;118;0.53;5.8;0.032;40;7;3.17;0.99088;13;0.14;0.49;0.27;0.58
6;116;0.44;3.8;0.044;13;7;3.39;0.99108;11.8;0.33;0.65;0.32;0.34
7.5;176.5;0.52;12.4;0.056;61;5;2.97;0.99803;8.8;0.10;0.98;0.48;0.35
7.3;102;0.55;6.5;0.05;18;4;3.1;0.99304;11.2;0.33;0.98;0.23;0.38
5.4;110;0.41;7.1;0.048;36;6;3.26;0.99438;9.5;0.14;0.17;0.19;0.185
6.3;200;0.54;7.6;0.049;35;4;3.16;0.99548;9.4;0.11;0.98;0.51;0.27
6.5;192;0.51;7.9;0.049;35;6;3.16;0.99551;9.5;0.13;0.60;0.52;0.29
6.4;125;0.49;2.8;0.034;33;6;3.03;0.99152;10.4;1.00;0.94;0.3;0.17
6.7;143;0.49;10.6;0.035;42;7;3.08;0.99572;9.8;0.10;0.23;0.31;0.18
6.4;125;0.49;2.8;0.034;33;6;3.03;0.99152;10.4;0.17;0.46;0.3;0.17
6.8;98;0.56;1.5;0.175;16;6;3.06;0.99244;10.3;0.33;0.51;0.67;0.37
6.3;200;0.54;7.6;0.049;35;4;3.16;0.99548;9.4;0.20;0.58;0.51;0.27
6.5;192;0.51;7.9;0.049;35;6;3.16;0.99551;9.5;0.33;0.35;0.52;0.29
6.1;134;0.81;1.7;0.033;61;7;3.19;0.9903;11.9;0.17;0.53;0.26;0.24
7;124;0.65;7.6;0.025;35;7;3.15;0.99162;12.8;1.00;0.35;0.29;0.32
6.9;117;0.38;7.5;0.03;18;6;3.09;0.99116;13;0.25;0.71;0.25;0.27
6.5;192;0.59;1.7;0.04;41;7;3.26;0.9922;10.4;0.25;0.35;0.53;0.29
6.5;193;0.59;1.7;0.034;41;6;3.25;0.99223;10.4;0.11;0.50;0.52;0.29
6.1;135;0.4;12.1;0.035;54;5;3.21;0.99481;10.7;0.20;0.79;0.25;0.22
6.3;157;0.76;4.5;0.036;81;7;3.05;0.9928;10.7;0.13;0.49;0.27;0.22
6.1;134;0.81;1.7;0.033;61;7;3.19;0.9903;11.9;0.33;0.13;0.26;0.24
5.6;101;0.42;8;0.043;31;6;3.19;0.99429;10.4;0.14;0.80;0.25;0.23
7;124;0.65;7.6;0.025;35;7;3.15;0.99162;12.8;1.00;0.53;0.29;0.32
6.8;104;0.37;8.6;0.044;45;6;3.2;0.99454;9.9;0.14;0.63;0.27;0.11
6.8;104;0.37;8.6;0.044;45;6;3.2;0.99454;9.9;0.10;0.40;0.27;0.11
7.3;223;0.71;14.6;0.048;73;6;3.16;0.99863;9.4;0.14;0.02;0.41;0.23
6.1;129;0.43;1.6;0.048;46;6;3.3;0.991;11.4;0.20;0.85;0.17;0.2
6.8;104;0.37;8.6;0.044;45;6;3.2;0.99454;9.9;1.00;0.90;0.27;0.11
7.3;223;0.71;14.6;0.048;73;6;3.16;0.99863;9.4;0.17;0.25;0.41;0.23
6.9;104;0.39;1.1;0.06;36;5;2.99;0.99317;9.2;0.14;0.74;0.41;0.2
6.7;76;0.57;3.7;0.041;26;7;2.9;0.99173;10.5;0.33;0.75;0.32;0.19
6.7;111;0.54;8.9;0.048;32;7;3.25;0.99455;11;0.10;0.51;0.34;0.28
6.7;111;0.54;8.9;0.048;32;7;3.25;0.99455;11;0.10;0.22;0.34;0.28
8;127;0.72;4.7;0.038;3;5;2.9;0.99186;12.1;0.20;0.76;0.31;0.37
6.7;111;0.54;8.9;0.048;32;7;3.25;0.99455;11;0.20;0.64;0.34;0.28
6;144;0.39;3.1;0.041;37;7;3.22;0.98944;12.8;0.13;0.53;0.29;0.26
6.4;120;0.98;5.8;0.053;25;6;3.01;0.9942;10.5;0.13;0.07;0.49;0.24
6.4;120;0.98;5.8;0.053;25;6;3.01;0.9942;10.5;0.20;0.89;0.49;0.24
6.4;120;0.98;5.8;0.053;25;6;3.01;0.9942;10.5;0.50;0.35;0.49;0.24
6.4;122;0.4;1;0.062;21;5;3;0.99238;9.5;0.10;0.77;0.57;0.25
6.1;94;0.45;15.8;0.052;25;6;3.07;0.99782;9.2;0.11;0.12;0.48;0.25
6.8;117;0.72;1.5;0.047;40;6;3.07;0.99111;11.1;0.33;0.73;0.35;0.14
6.5;112;0.5;5.2;0.042;33;7;3.06;0.99067;12.3;0.50;0.81;0.26;0.38
6.8;117;0.72;1.5;0.047;40;6;3.07;0.99111;11.1;0.50;0.36;0.35;0.14
5.4;51;0.58;2.5;0.037;10;6;3.04;0.98878;12.6;0.20;0.05;0.32;0.15
6.4;122;0.4;1;0.062;21;5;3;0.99238;9.5;0.11;0.15;0.57;0.25
6.1;94;0.45;15.8;0.052;25;6;3.07;0.99782;9.2;0.17;0.01;0.48;0.25
6.8;152;0.57;5.9;0.054;40;6;3.2;0.9938;10.8;0.50;0.68;0.32;0.22
7.2;122;0.6;3.1;0.044;39;6;3;0.99143;11.3;0.20;0.95;0.29;0.21
6;144;0.39;3.1;0.041;37;7;3.22;0.98944;12.8;1.00;0.31;0.29;0.26
6.4;120;0.98;5.8;0.053;25;6;3.01;0.9942;10.5;0.11;0.88;0.49;0.24
6.5;171;0.56;11.5;0.051;56;6;3.08;0.99588;9.8;0.33;0.53;0.24;0.46
6.5;183;0.61;18;0.054;56;6;2.98;1.00038;8.5;0.50;0.50;0.48;0.18
6.2;97;0.5;4.8;0.054;6;5;3.16;0.99424;9.3;0.10;0.22;0.12;0.32
7.2;151;0.52;8.5;0.055;45;5;3.2;0.99626;9.2;1.00;0.34;0.24;0.4
5.9;115;0.51;1.6;0.037;32;6;3.21;0.99076;11.4;0.10;0.37;0.24;0.23
6.4;183;0.61;18;0.054;56;6;2.98;1.00038;8.5;0.10;0.55;0.48;0.18
6.2;97;0.5;4.8;0.054;6;5;3.16;0.99424;9.3;0.17;0.91;0.12;0.32
6.4;91;0.46;5.9;0.056;6;4;3.06;0.99536;8.4;0.13;0.18;0.12;0.37
7;100;0.4;1.1;0.062;35;5;3.04;0.99318;9.2;0.13;0.75;0.42;0.23
7.2;151;0.52;8.5;0.055;45;5;3.2;0.99626;9.2;0.33;0.80;0.24;0.4
7.6;151;0.79;13.1;0.033;52;6;3.18;0.99726;10.4;0.25;0.66;0.37;0.19
6;147;0.56;4.1;0.046;50;6;3.27;0.99126;11.6;0.20;0.57;0.27;0.28
6.2;94;0.6;2.9;0.029;37;6;3.25;0.98998;12.4;1.00;0.21;0.45;0.32
7.6;151;0.79;13.1;0.033;52;6;3.18;0.99726;10.4;0.13;0.88;0.37;0.19
6.4;176;0.54;1.1;0.052;22;5;3.09;0.99304;9.3;0.17;0.37;0.26;0.26
5.9;81;0.46;1.5;0.029;37;6;3.2;0.9892;12.2;0.20;0.34;0.27;0.25
6.1;139;0.46;7.75;0.031;33;6;3.22;0.99296;11;0.25;0.69;0.3;0.28
6.9;105;0.38;1.15;0.023;30;5;3.11;0.99047;11.4;0.20;0.13;0.38;0.19
6.4;120;0.41;1;0.06;15;5;3.06;0.9924;9.5;0.20;0.46;0.57;0.29
6.8;116;0.53;17.8;0.034;16;5;3.07;0.9989;9.2;0.14;0.65;0.22;0.27
7.5;125;0.62;5.7;0.021;23;6;3.13;0.99338;11.1;1.00;0.88;0.38;0.26
6.8;116;0.53;17.8;0.034;16;5;3.07;0.9989;9.2;0.25;0.41;0.22;0.27
6.4;172;0.58;7.4;0.032;53;6;3.24;0.99404;11;1.00;0.83;0.22;0.2
7.3;177;0.48;1.4;0.041;40;5;3.14;0.99287;9.9;1.00;0.10;0.22;0.33
7.3;176;0.46;1.4;0.044;43;5;3.14;0.99286;9.9;0.25;0.81;0.22;0.34
6.4;120;0.41;1;0.06;15;5;3.06;0.9924;9.5;0.13;0.22;0.57;0.29
6.1;109;0.47;4.4;0.033;8;4;3.35;0.99058;12.4;0.33;0.36;0.16;1.1
6.3;185;0.5;1.6;0.052;48;5;3.21;0.9934;9.4;0.11;0.97;0.29;0.24
6.2;149;0.52;7.9;0.053;45;5;3.23;0.99545;9.3;0.11;0.05;0.22;0.24
7.4;135;0.43;15.5;0.05;25;7;2.9;0.9984;8.7;0.33;0.65;0.27;0.16
7.4;135;0.43;15.5;0.05;25;7;2.9;0.9984;8.7;0.33;0.38;0.27;0.16
7.4;135;0.43;15.5;0.05;25;7;2.9;0.9984;8.7;0.17;0.59;0.27;0.16
7.4;135;0.43;15.5;0.05;25;7;2.9;0.9984;8.7;0.33;0.06;0.27;0.16
7.2;154;0.43;17.55;0.05;33;7;2.94;0.99971;9;0.13;0.80;0.28;0.17
6.9;118;0.63;13.5;0.038;49;6;3;0.99546;10.7;0.14;0.96;0.35;0.19
6.9;118;0.63;13.5;0.038;49;6;3;0.99546;10.7;0.50;0.23;0.35;0.19
6.8;98;0.58;1.3;0.034;32;6;3.02;0.99058;11.3;0.50;0.51;0.36;0.16
7.4;135;0.43;15.5;0.05;25;7;2.9;0.9984;8.7;0.20;0.89;0.27;0.16
6.8;97;0.38;11.6;0.028;22;6;2.96;0.99314;11.7;0.50;0.33;0.27;0.3
6.2;149;0.52;7.9;0.053;45;5;3.23;0.99545;9.3;1.00;0.42;0.22;0.24
7.4;135;0.43;15.5;0.05;25;7;2.9;0.9984;8.7;0.13;0.05;0.27;0.16
7.2;154;0.43;17.55;0.05;33;7;2.94;0.99971;9;0.17;0.66;0.28;0.17
6.8;97;0.38;11.6;0.028;22;6;2.96;0.99314;11.7;0.25;0.99;0.27;0.3
6.5;131;0.51;13.15;0.032;25;5;3.23;0.99565;10.7;0.25;0.03;0.18;0.43
6.6;110;0.54;1.9;0.036;38;6;3.05;0.99056;11.4;0.13;0.08;0.36;0.17
6.9;118;0.63;13.5;0.038;49;6;3;0.99546;10.7;0.25;0.79;0.35;0.19
6.8;98;0.58;1.3;0.034;32;6;3.02;0.99058;11.3;0.25;0.62;0.36;0.16
6.4;70;0.42;6.1;0.048;20;5;3.19;0.99362;10;0.33;0.25;0.01;0.41
6.4;70;0.42;6.1;0.048;20;5;3.19;0.99362;10;0.20;0.88;0.01;0.41
7.4;119;0.49;1.9;0.036;27;6;3.15;0.99196;11.2;1.00;0.19;0.32;0.36
6.1;130;0.41;1.9;0.09;44;5;3.07;0.99255;9.7;0.11;0.37;0.21;0.17
5.5;85;0.42;1.6;0.032;23;5;3.42;0.99027;12.5;0.14;0.91;0.21;0.28
6.6;110;0.78;11.3;0.029;32;8;3.27;0.99302;12.9;0.50;0.70;0.26;0.5
7.1;160;0.36;8.4;0.057;60;6;3.16;0.99257;11.8;0.13;0.39;0.27;0.44
6.9;166;0.72;8.3;0.062;22;5;3.16;0.99506;10.6;1.00;0.27;0.28;0.38
7.1;160;0.36;8.4;0.057;60;6;3.16;0.99257;11.8;0.33;0.49;0.27;0.44
6.2;133;0.37;12.2;0.049;54;6;3.19;0.9952;10.7;0.10;0.16;0.28;0.24
6.1;162;0.51;8;0.048;41;5;3.21;0.99498;9.9;0.50;0.99;0.27;0.28
7.6;76;0.46;1.3;0.048;23;6;2.96;0.9903;12;0.13;0.99;0.32;0.26
7.5;163;0.82;12.7;0.043;70.5;7;3.15;0.99706;10.4;0.50;0.18;0.38;0.16
6.5;107;0.39;1.3;0.054;11;5;3.19;0.99398;8.5;0.17;0.17;0.16;0.36
6.6;82;0.38;10.5;0.06;15;4;3.13;0.99588;9.9;0.50;0.42;0.19;0.35
5.7;120;0.45;12.5;0.049;52.5;6;3.08;0.99691;9.4;0.25;0.18;0.26;0.25
7.4;134;0.46;9.6;0.05;33;5;3.13;0.99608;10.4;0.10;0.09;0.26;0.37
